names,description,url,id,image,public
This Is Miles Davis,Over 100 of the best Miles Davis tracks.,https://open.spotify.com/playlist/37i9dQZF1DX3BqHI5fuXWV,37i9dQZF1DX3BqHI5fuXWV,,True
Office Offensive,"Job talk, work-life rants, office espionage, and more. [Warning: Explicit Content]",https://open.spotify.com/playlist/37i9dQZF1DXdEXmWwCHnI5,37i9dQZF1DXdEXmWwCHnI5,,True
Unsolicited Advice,Some advice is best taken with a pillar of salt. [Warning: Explicit Content],https://open.spotify.com/playlist/37i9dQZF1DX8NZFqAdV1lo,37i9dQZF1DX8NZFqAdV1lo,,True
The Perfect Crafternoon,"Soundtrack a perfect crafternoon spent scrapbooking, knitting, or working on projects with friends.",https://open.spotify.com/playlist/0BbcjurkvWrkWxKKLzcqIP,0BbcjurkvWrkWxKKLzcqIP,,True
Jazz – Classical Crossings,"Jazz musicians perform classical composer's works. Find out why Bach was great inspiration to many jazz masters, and enjoy imaginative renditions of Chopin, Dvořák, Tchaikovsky, Stravinsky and more.",https://open.spotify.com/playlist/37i9dQZF1DX2mmt7R81K2b,37i9dQZF1DX2mmt7R81K2b,,True
Comedy Top Tracks,Get to know some of the most loved comedians on Spotify with this collection of their top 5 tracks &amp; newest releases.,https://open.spotify.com/playlist/37i9dQZF1DWSRoT7QRAibZ,37i9dQZF1DWSRoT7QRAibZ,,True
20 Questions,"It's like that game you use to play when you were bored, only different. [Warning: Explicit Content]",https://open.spotify.com/playlist/37i9dQZF1DX4b3CsyjLN6p,37i9dQZF1DX4b3CsyjLN6p,,True
The Funny Thing About Football Is...,"Comedians weigh in on all things sports, football, and -of course- the Super Bowl.",https://open.spotify.com/playlist/37i9dQZF1DWWsTBFM3ksVb,37i9dQZF1DWWsTBFM3ksVb,,True
Women of Comedy,A collection of sessions from some of the best comedians of all time.,https://open.spotify.com/playlist/37i9dQZF1DX9O8pzsnCkf6,37i9dQZF1DX9O8pzsnCkf6,,True
A Monty Python Emporium,Silly-walk your way through the entire Monty Python catalogue.,https://open.spotify.com/playlist/37i9dQZF1DXb85CZUwGLzX,37i9dQZF1DXb85CZUwGLzX,,True
Music Jokes,"Comedians ponder all things music, including their favorite celebrities and pop culture icons. [Warning: Explicit Content]",https://open.spotify.com/playlist/37i9dQZF1DXdWZwKY7xcB3,37i9dQZF1DXdWZwKY7xcB3,,True
Power Ballads,You know you love them.... Get ready to sing like no one is listening to scores of timeless pop and rock power ballads.,https://open.spotify.com/playlist/44XJR1i3Vl2B3acOEYwinE,44XJR1i3Vl2B3acOEYwinE,,True
Sad Indie,The premier alternative melancholia playlist.,https://open.spotify.com/playlist/37i9dQZF1DWVV27DiNWxkR,37i9dQZF1DWVV27DiNWxkR,,True
Energy + Positivity,"Honor your body, fuel your mind. Love Life. Live Yoga.",https://open.spotify.com/playlist/2YeGkAUQhmO8TCjSMbFYWf,2YeGkAUQhmO8TCjSMbFYWf,,True
Desi Hits,Desi hits from South Asia and the world.,https://open.spotify.com/playlist/37i9dQZF1DWTwzVdyRpXm1,37i9dQZF1DWTwzVdyRpXm1,,True
Namaste,Take some time out of your day to recharge your mind.,https://open.spotify.com/playlist/0op6xwVK9pVhcxozSQPEsJ,0op6xwVK9pVhcxozSQPEsJ,,True
Rustic Romance Wedding,A charming musical touch to the most significant moment in your life.,https://open.spotify.com/playlist/2Ph68VcwRfqRdnrKhY3oPS,2Ph68VcwRfqRdnrKhY3oPS,,True
Word of Mouth,Explore the evolution of eternal folk songs through some of their essential adaptations – from field recordings to recent releases. Follow for new additions and song cycles!,https://open.spotify.com/playlist/2VxQy0Q22k1gP542tzaMCN,2VxQy0Q22k1gP542tzaMCN,,True
Folksy Covers,Folksy takes on your favorite tracks. Cover: Vagabon & Courtney Barnett,https://open.spotify.com/playlist/37i9dQZF1DXcDxnC0UqHJa,37i9dQZF1DXcDxnC0UqHJa,,True
Indie Strings,Songs with some serious violin and cello action.,https://open.spotify.com/playlist/0sDO43KAaJUWIYassTKWYf,0sDO43KAaJUWIYassTKWYf,,True
Vinyasa Flow,"Focus your gaze and get into the dynamic flow of this engaging, eclectic mix.",https://open.spotify.com/playlist/2B64RN7KJte5x6iXgg02tv,2B64RN7KJte5x6iXgg02tv,,True
Acoustic Commute,"Turn your commute into a perfect, peaceful drive...",https://open.spotify.com/playlist/3OUguxmuL5x24sMAw4qPku,3OUguxmuL5x24sMAw4qPku,,True
Folk Pop,The best of folk-infused pop and singer-songwriter. Cover: Passenger,https://open.spotify.com/playlist/37i9dQZF1DWXJyjYpHunCf,37i9dQZF1DWXJyjYpHunCf,,True
Femme Fatale,"A collection of powerful voices and dark, alluring siren songs. Cover: Ashley Monroe",https://open.spotify.com/playlist/37i9dQZF1DX0IyMQV27EGn,37i9dQZF1DX0IyMQV27EGn,,True
Chill + Atmospheric,Float away on heady orchestrations and haunting harmonies...,https://open.spotify.com/playlist/37i9dQZF1DX79Y9Kr2M2tM,37i9dQZF1DX79Y9Kr2M2tM,https://i.scdn.co/image/ab67706f00000003df33b6f969f0ee58884a7720,True
Indie Folk for Focus,"Zone in (or out) with ethereal, meditative instrumental indie folk and acoustic tracks.",https://open.spotify.com/playlist/37i9dQZF1DWU6Vfrf87eTG,37i9dQZF1DWU6Vfrf87eTG,https://i.scdn.co/image/ab67706f000000038af6f22f752012d7b8310dce,True
Summertime Vibes,"Salt in the air... Sand in my hair... Rooftop sunsets... Celebrate a perfect summer day with hours of coastal acoustic, live versions, and chill hits. | Image: <a href=""spotify:artist:24Bq9F6DJfzTaqgmoxT5vm"">Corey Harper</a>",https://open.spotify.com/playlist/5v2J2noHVxPWgSrOw6lZsp,5v2J2noHVxPWgSrOw6lZsp,https://i.scdn.co/image/ab67706c0000bebbf0f24d4b2c0f71134b0e54ff,True
Classic Covers,All the classic songs you love—covered. Cover: Sam Smith,https://open.spotify.com/playlist/37i9dQZF1DWTVIaV4KJYuq,37i9dQZF1DWTVIaV4KJYuq,https://i.scdn.co/image/ab67706f00000003de7b6eca748d1284cd37c8e0,True
More Banjo!,This playlist is perfect for when you've got a fever... and the only prescription is more banjo!,https://open.spotify.com/playlist/1W2XJETQjFYdzT4GuhBHmS,1W2XJETQjFYdzT4GuhBHmS,https://i.scdn.co/image/ab67706c0000bebba3dec589d96d1911b54a6552,True
Stomp & Holler,"Driving rhythms, intricate instrumentation, and full harmonies. Cover: Mumford & Sons",https://open.spotify.com/playlist/37i9dQZF1DX8gLrc0tlHvS,37i9dQZF1DX8gLrc0tlHvS,https://i.scdn.co/image/ab67706f00000003e000bbe417a23f1c2045ca9c,True
Soft + Slow,Sweet gems to help you slow down and savor your day.,https://open.spotify.com/playlist/37i9dQZF1DX0611i4oGheJ,37i9dQZF1DX0611i4oGheJ,https://i.scdn.co/image/ab67706f0000000385aeb7e27c57a61f67ce6ae5,True
50 Irish Folk Songs,A collection of 50 Irish folk songs – from classics to recent versions. Cover Artist: Hozier,https://open.spotify.com/playlist/37i9dQZF1DX7Y2xcY13mN1,37i9dQZF1DX7Y2xcY13mN1,https://i.scdn.co/image/ab67706f000000034f0b9a5483ba97eaea00945c,True
Bluegrass Covers,"A mix of folk and bluegrass covers of pop, rock, hip-hop, folk, and indie songs. Cover: Molly Tuttle",https://open.spotify.com/playlist/37i9dQZF1DX56crgoe4TG3,37i9dQZF1DX56crgoe4TG3,https://i.scdn.co/image/ab67706f000000030b44a70a78bb8639025ca740,True
Bluegrass Origins,"Travel back to the start, tracing the roots of what would become bluegrass through to some of it's early hits and gems.",https://open.spotify.com/playlist/37i9dQZF1DX0RwLEp3x6W4,37i9dQZF1DX0RwLEp3x6W4,https://i.scdn.co/image/ab67706f00000003da520572842303dbaed52ed6,True
Chill as Folk,Your go-to collection for just hanging out and doing nothing... or whatever.,https://open.spotify.com/playlist/43rSnXFDoctqiZxvEqH14P,43rSnXFDoctqiZxvEqH14P,https://i.scdn.co/image/ab67706c0000bebb0c07842f6aec882d3c4dfec9,True
Boho + Chill,"Free-spirited, atmospheric vibes.",https://open.spotify.com/playlist/37i9dQZF1DWSNmwgf7Nv11,37i9dQZF1DWSNmwgf7Nv11,https://i.scdn.co/image/ab67706f00000003afae879804953e376fb32fe0,True
Vintage Vibes,"Old makes new. Cover: <a href=""spotify:artist:1EI0B66miJj5Fl408B7E9H"">Courtney Marie Andrews</a>",https://open.spotify.com/playlist/37i9dQZF1DX6dvuioZhoLo,37i9dQZF1DX6dvuioZhoLo,https://i.scdn.co/image/ab67706f00000003e4ec7ebd392e989175eabe74,True
Indie Bluegrass,"Fresh takes on that high lonesome sound. Cover: <a href=""spotify:artist:4LX0KCPnH7gvxEbVXqXmAE"">Molly Tuttle</a>",https://open.spotify.com/playlist/37i9dQZF1DX0yL7UvjSKZT,37i9dQZF1DX0yL7UvjSKZT,https://i.scdn.co/image/ab67706f0000000301683c8c0e44c436c4a9bf70,True
Fresh Folk,"Hear what's new in folk, roots & indie songwriter. Cover: Mustafa",https://open.spotify.com/playlist/37i9dQZF1DXaUDcU6KDCj4,37i9dQZF1DXaUDcU6KDCj4,https://i.scdn.co/image/ab67706f00000003dd264c64a4f6f307276041e4,True
The New Bohemian,"Free-spirited, eclectic, and decadent lyrics mix with folksy, indie, and slightly psychedelic acoustics. This is The New Bohemian.",https://open.spotify.com/playlist/1IKDP8o4UvpfLh0SJX2e1b,1IKDP8o4UvpfLh0SJX2e1b,https://i.scdn.co/image/ab67706c0000bebbee40ad3aaf1f48ca8ffc430c,True
Irish Folk,Relive last night's fun with jigs and reels out of Ireland – alongside trad tracks inspired and influenced by Celtic traditions.,https://open.spotify.com/playlist/37i9dQZF1DX9HwI3Crikcm,37i9dQZF1DX9HwI3Crikcm,https://i.scdn.co/image/ab67706f0000000372e85428f28e62e4fd6d6b4f,True
Blues Roots,"You've come to the crossroads of soul, folk, and the blues. Cover: War & Pierce",https://open.spotify.com/playlist/37i9dQZF1DXcFk5r8uS3l2,37i9dQZF1DXcFk5r8uS3l2,https://i.scdn.co/image/ab67706f000000032ae01d710810b3de9927b416,True
SongCraft,"Listen to the original demo tracks and stories behind Country&#x27;s biggest hits with acclaimed songwriter Shane McAnally, featuring the EXCLUSIVE release of Kacey Musgraves&#x27; Mama&#x27;s Broken Heart – only on Spotify!",https://open.spotify.com/playlist/37i9dQZF1DX4cukhkYKVZW,37i9dQZF1DX4cukhkYKVZW,https://i.scdn.co/image/ab67706f000000039923c389466fc2f3d27dde0f,True
Sweetgrass,"Sweet and slow, soft and soothing... a collection of beautiful bluegrass vocals.",https://open.spotify.com/playlist/44Ht3IACEyKqiLBZupIhIk,44Ht3IACEyKqiLBZupIhIk,https://i.scdn.co/image/ab67706c0000bebba21da603189061f04399cada,True
The New Retro,"Make it new. Fresh takes on vintage folk, soul, blues, and roots rock—from sweet crooners to raucous rockabilly. Cover: <a href=""spotify:artist:0CBu2ZuF5503TaauGVk1Go"">Ruen Brothers</a>",https://open.spotify.com/playlist/37i9dQZF1DWV5vqkTng2MA,37i9dQZF1DWV5vqkTng2MA,https://i.scdn.co/image/ab67706f00000003a7728e73380d58ebf3d7d4c1,True
Chill Covers,Kick back and relax with a collection of eclectic and unexpected reimaginings. Cover:  Joy Oladokun,https://open.spotify.com/playlist/37i9dQZF1DWXnscMH24yOc,37i9dQZF1DWXnscMH24yOc,https://i.scdn.co/image/ab67706f000000032c201c20673048a3202c7138,True
The Piano Bar,A relaxing atmosphere of jazz piano sounds.,https://open.spotify.com/playlist/37i9dQZF1DWVvXA824aCbn,37i9dQZF1DWVvXA824aCbn,https://i.scdn.co/image/ab67706f00000003ce495a3fb2e01db25f755da0,True
Cinematic Chillout,Relaxing soundtracks to help you escape and unwind. ,https://open.spotify.com/playlist/37i9dQZF1DWVFJtzvDHN4L,37i9dQZF1DWVFJtzvDHN4L,https://i.scdn.co/image/ab67706f0000000363f60a6e4da4b3e3ec60e406,True
Ultimate Covers,Kick back with a mix of covers.,https://open.spotify.com/playlist/37i9dQZF1DXe5Q8muTQked,37i9dQZF1DXe5Q8muTQked,https://i.scdn.co/image/ab67706f00000003f27cbc2e26ed8363b35658ea,True
Epic Classical,Lend a little drama to the occasion with this collection of truly epic classical music.,https://open.spotify.com/playlist/37i9dQZF1DX9G9wwzwWL2k,37i9dQZF1DX9G9wwzwWL2k,https://i.scdn.co/image/ab67706f00000003699b6853f777f4dde4731c49,True
Classic Acoustic,"Kick back with a chill collection of iconic acoustics and new tracks with that classic feel. Cover: <a href=""spotify:artist:7FIoB5PHdrMZVC3q2HE5MS"">George Harrison</a>",https://open.spotify.com/playlist/37i9dQZF1DX504r1DvyvxG,37i9dQZF1DX504r1DvyvxG,https://i.scdn.co/image/ab67706f0000000336be53bd9b59a81cddd09505,True
Jukebox Joint,"From new retro to classic country blues, honky tonk, rockabilly, and more...",https://open.spotify.com/playlist/37i9dQZF1DXbvE0SE0Cczh,37i9dQZF1DXbvE0SE0Cczh,https://i.scdn.co/image/ab67706f000000038b24e083941e62dd38786371,True
Modern Eclectic,"New styles, deep sounds. Cover: Jamie Drake",https://open.spotify.com/playlist/37i9dQZF1DX28npkgy2RE4,37i9dQZF1DX28npkgy2RE4,https://i.scdn.co/image/ab67706f00000003faf379b500b30144ad410256,True
Southern Gothic,"Deep, dark, dramatic. Roots rock, folk, and Americana—with a gothic soul. Cover: <a href=""spotify:artist:5zzbSFZMVpvxSlWAkqqtHP"">Brown Bird</a>",https://open.spotify.com/playlist/37i9dQZF1DX58NJL8iVBGW,37i9dQZF1DX58NJL8iVBGW,https://i.scdn.co/image/ab67706f00000003ecc32670855948fcc63a7a61,True
Boozy Brunch,"Gather your friends for the cherished ritual that is brunch. If not for the pomo irony, then for the endless hibiscus lavender mimosas.",https://open.spotify.com/playlist/37i9dQZF1DX9pryhDLql25,37i9dQZF1DX9pryhDLql25,https://i.scdn.co/image/ab67706f000000032aaa72b078d975685b145783,True
The Pulse of Americana,Keep your finger on the pulse of Americana. Cover: Sara Watkins,https://open.spotify.com/playlist/37i9dQZF1DX3Fzl4v4w9Zp,37i9dQZF1DX3Fzl4v4w9Zp,https://i.scdn.co/image/ab67706f00000003c74e70164691c1765a5b95c3,True
Lush + Ethereal,Elevate the moment and unwind with the lush sounds of these ethereal tracks.,https://open.spotify.com/playlist/37i9dQZF1DWZ0OzPeadl0h,37i9dQZF1DWZ0OzPeadl0h,https://i.scdn.co/image/ab67706f0000000339d3da59aa0628697ac35e9c,True
Intense Studying,Focus-enhancing piano for your study session.,https://open.spotify.com/playlist/37i9dQZF1DX8NTLI2TtZa6,37i9dQZF1DX8NTLI2TtZa6,https://i.scdn.co/image/ab67706f0000000318e20d8d2bc7aa007d305e57,True
Infinite Acoustic,Hours of your favorite acoustic and roots music gems. Cover: Leif Vollebekk,https://open.spotify.com/playlist/37i9dQZF1DX6z20IXmBjWI,37i9dQZF1DX6z20IXmBjWI,https://i.scdn.co/image/ab67706f000000038d3fa6685b7543ce38eb081f,True
Acoustic Love,"Songs to soundtrack your love story, from butterflies and first kisses to bittersweet memories and everything in between.",https://open.spotify.com/playlist/37i9dQZF1DWSlwBojgQEcN,37i9dQZF1DWSlwBojgQEcN,https://i.scdn.co/image/ab67706f0000000354bcabc059f2478d5e00c19d,True
Evening Acoustic,Stay cozy as the sounds of the evening unfold...,https://open.spotify.com/playlist/37i9dQZF1DXcWBRiUaG3o5,37i9dQZF1DXcWBRiUaG3o5,https://i.scdn.co/image/ab67706f00000003bdd580456b856d8e1176ffb1,True
#ThrowbackThursday,It's been a while since we've featured nothing butt rock. Cover: Nickelback #SpotifyTBT,https://open.spotify.com/playlist/37i9dQZF1DWWwaxRea1LWS,37i9dQZF1DWWwaxRea1LWS,https://i.scdn.co/image/ab67706f000000032932a558fc2e4bbb42d95c8c,True
Happy Folk,Brighten your day with a folksy mix of mood boosters!,https://open.spotify.com/playlist/37i9dQZF1DWSkMjlBZAZ07,37i9dQZF1DWSkMjlBZAZ07,https://i.scdn.co/image/ab67706f000000036f3abe535ab4abc36cedfcf8,True
Run Wild,"Uplifting and uptempo indie folk and roots rock, guaranteed to open your stride.",https://open.spotify.com/playlist/37i9dQZF1DX35oM5SPECmN,37i9dQZF1DX35oM5SPECmN,https://i.scdn.co/image/ab67706f00000003c36f26730b007e2d54e0b337,True
Acoustic Spring,lush folk and acoustics signal the start of spring.,https://open.spotify.com/playlist/37i9dQZF1DWUNIrSzKgQbP,37i9dQZF1DWUNIrSzKgQbP,https://i.scdn.co/image/ab67706f00000003c756b76fa950099a0a932c03,True
Sweet Winter Songs,"As the snow falls outside, cozy up and relax with this collection of soothing acoustic tracks.",https://open.spotify.com/playlist/62Tpw0jhT8kxF3KPbGciTk,62Tpw0jhT8kxF3KPbGciTk,https://mosaic.scdn.co/640/ab67616d0000b27304ae6e2e79e0bec5b4621a49ab67616d0000b273b73283373bf715a7e8adb87aab67616d0000b273deec0b212c2868eef7d84600ab67616d0000b273f060fe54b4c682058da914a2,True
Classical Essentials,"A selection of the greatest classical tunes; the perfect starting point for anyone who's keen to explore the world of <a href=""spotify:genre:classical"">classical</a> music.",https://open.spotify.com/playlist/37i9dQZF1DWWEJlAGA9gs0,37i9dQZF1DWWEJlAGA9gs0,https://i.scdn.co/image/ab67706f000000033e0130fcd5d106f1402b4707,True
Infinite Indie Folk,"Blissed out, repeat-free hours of new and cherished indie folk finds. Cover: The Weather Station",https://open.spotify.com/playlist/37i9dQZF1DX2taNm7KfjOX,37i9dQZF1DX2taNm7KfjOX,https://i.scdn.co/image/ab67706f000000035b72eede7f9e9952f3880c47,True
Deep Dark Indie,"Hauntingly atmospheric, deeply melodic indie.",https://open.spotify.com/playlist/37i9dQZF1DWTtTyjgd08yp,37i9dQZF1DWTtTyjgd08yp,https://i.scdn.co/image/ab67706f00000003cf795aff62b2cd850dd58190,True
Creativity Boost,Let these innovative tracks spark your creativity and inspiration.,https://open.spotify.com/playlist/37i9dQZF1DX56qfiUZBncF,37i9dQZF1DX56qfiUZBncF,https://i.scdn.co/image/ab67706f00000003a05e3ee05b834f166af1bfb6,True
90s Acoustic,"90s acoustics, mellow hits, and classic unplugged versions.",https://open.spotify.com/playlist/37i9dQZF1DXb9LIXaj5WhL,37i9dQZF1DXb9LIXaj5WhL,https://i.scdn.co/image/ab67706f000000033c06a52059251e4b7fc18498,True
Morning Acoustic,Rise & shine with the perfect blend of folk and acoustic.,https://open.spotify.com/playlist/37i9dQZF1DXdd3gw5QVjt9,37i9dQZF1DXdd3gw5QVjt9,https://i.scdn.co/image/ab67706f0000000311f28482d6734f39e99f938f,True
Acoustic Covers,A fun mix of acoustic covers.,https://open.spotify.com/playlist/37i9dQZF1DWXmlLSKkfdAk,37i9dQZF1DWXmlLSKkfdAk,https://i.scdn.co/image/ab67706f000000032228866ad0a35846d649ef69,True
Acoustic Cafe International,Sit and sip a cup as you soak up some acoustic vibes from across the world. Cover: Souad Massi.,https://open.spotify.com/playlist/37i9dQZF1DX571ttkrxAeN,37i9dQZF1DX571ttkrxAeN,https://i.scdn.co/image/ab67706f00000003000c42242fabcdbcaf341fb2,True
Disco Beats,"You should be dancing, yeah. (This ain't your typical disco either...)",https://open.spotify.com/playlist/0pHFNRP8qkYhal0q0Irp6D,0pHFNRP8qkYhal0q0Irp6D,,True
A Poem a Day,A poem or short literary excerpt for every day of the month.,https://open.spotify.com/playlist/37i9dQZF1DXaVtcC7N0WMw,37i9dQZF1DXaVtcC7N0WMw,,True
Rock & Roots,"New takes on old sounds. These tracks talk back to their roots in the folk, blues, soul, country, and Americana traditions.",https://open.spotify.com/playlist/7pD7pMFxcq8agMXqLQCggM,7pD7pMFxcq8agMXqLQCggM,,True
Interstate Drive Songs,Coast along to the best of the alt rock era.,https://open.spotify.com/playlist/0XDRWlx2B1C1OXlaLlld8t,0XDRWlx2B1C1OXlaLlld8t,,True
Low Key Revelry,Unwind and enjoy the evening.,https://open.spotify.com/playlist/67uEKAhAdvMJvumeC8ZgjB,67uEKAhAdvMJvumeC8ZgjB,,True
Top Male Artists of 2017: USA,Listen to the most streamed male artists in the US this year!,https://open.spotify.com/playlist/37i9dQZF1DX2SAJ4GmhZC1,37i9dQZF1DX2SAJ4GmhZC1,,True
Top Female Artists of 2016 - USA,Listen to the most streamed female artists in the US this year!,https://open.spotify.com/playlist/37i9dQZF1DWWoCDtOBjhpE,37i9dQZF1DWWoCDtOBjhpE,,True
Spotify Singles: Covers,"Unexpected covers, all recorded exclusively for Spotify Singles.  Cover: Alessia Cara, Dermot Kennedy, and FLETCHER.",https://open.spotify.com/playlist/37i9dQZF1DWZqyWCBK6QTt,37i9dQZF1DWZqyWCBK6QTt,,True
Best of 2016: Folk & Americana,Take a look back on some of the year's top tracks in roots music. We'll be adding more of your favorites throughout December. #SpotifyFolk2016,https://open.spotify.com/playlist/0fmNiEOXSfBfurQwf4gG5L,0fmNiEOXSfBfurQwf4gG5L,,True
Best of 2016:  Hot Country,Enjoy the top streamed country songs of 2016 right here! Cover: Dan + Shay,https://open.spotify.com/playlist/7g3zHOim2XylTlM7Oittr8,7g3zHOim2XylTlM7Oittr8,,True
Guest List: Orb,"Orb's official Spotify Gaming playlist! Full of high BPM, kick-ass melodies and euphoria.",https://open.spotify.com/playlist/2O0Nf9Mi5tM17PM7Ns6Fgu,2O0Nf9Mi5tM17PM7Ns6Fgu,,True
Fangirls Run the World,Fangirls get a lot of credit for the influence they wield. These tracks show the full force of these empowered listeners.,https://open.spotify.com/playlist/37i9dQZF1DXboQCHLEaHcr,37i9dQZF1DXboQCHLEaHcr,,True
Black Lives Matter,"Songs of empowerment and pride. Curated by Keyon Harrold, Sr.  Learn more about how you can support <a href=""https://colorofchange.org/campaigns/active/"">Color Of Change</a>'s campaigns for racial justice.",https://open.spotify.com/playlist/37i9dQZF1DWWAqc46ZJdZf,37i9dQZF1DWWAqc46ZJdZf,,True
SXSW: HipHopUpNext,"Hip-Hop's next generation takes over SXSW! Cover: <a href=""spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ"">Aminè</a>.",https://open.spotify.com/playlist/37i9dQZF1DX5PuwKY2VZBZ,37i9dQZF1DX5PuwKY2VZBZ,,True
Women of Experimental,"Women who experiment with electronic loops, strings, voice and other cosmic delights. Cover: Nídia",https://open.spotify.com/playlist/37i9dQZF1DWY7uXxMycXfq,37i9dQZF1DWY7uXxMycXfq,,True
We Shall Overcome,Remembering the voices that have always spoken truth to power.,https://open.spotify.com/playlist/37i9dQZF1DXbWHkfjljXoE,37i9dQZF1DXbWHkfjljXoE,,True
Artists Den + Spotify,"Visit <a href=""http://artistsden.com/zacbrownband"">ArtistsDen.com</a> to win tickets to see Zac Brown Band this summer and head to <a href=""https://open.spotify.com/show/5d0QhqhbJVt4YRORde0yR8"">Spotify Mobile</a> to watch clips of their incredible Artists Den show.",https://open.spotify.com/playlist/1HdxEroWca3L8JR3lvnolH,1HdxEroWca3L8JR3lvnolH,,True
Women in Music | Stories & Songs,"Listen to a collection of inspiring women in music as they share the stories of their music icons, from Lera Lynn and Kelly Clarkson to Zendaya and Terri Nunn.",https://open.spotify.com/playlist/1zriHsmiRJmTThtQk8UWPk,1zriHsmiRJmTThtQk8UWPk,,True
0110,What's your take on the passionately debated Radiohead-fan theory that Ok Computer (&quot;01&quot;) and In Rainbows (&quot;10&quot;) are made to be shuffled together? #binarytheory,https://open.spotify.com/playlist/1Bl4B5jBEJwNiFRJFMPSMa,1Bl4B5jBEJwNiFRJFMPSMa,,True
BRILLIANTMINDS2016,"Relive your favourite artist moments from the Brilliant Minds conference during <a href=""http://symposium.co/"">Symposium Stockholm</a>.",https://open.spotify.com/playlist/57clV3IPw1TXSWdzzDVDwp,57clV3IPw1TXSWdzzDVDwp,,True
Blues & Roots Rock,"This is the new roots rock—edgy, innovative, and rooted in soul, folk, Americana, and of course, the blues. Cover: <a href=""https://open.spotify.com/artist/01aC2ikO4Xgb2LUpf9JfKp?si=r7DnrTV_QvyNEMQUSoL_Bw"">Gary Clark Jr.</a>",https://open.spotify.com/playlist/37i9dQZF1DWSKpvyAAcaNZ,37i9dQZF1DWSKpvyAAcaNZ,,True
Irish Folk - Ballads,Songs from the old country: the essential traditional Irish ballads.,https://open.spotify.com/playlist/37i9dQZF1DX2ULa1Ss8vbo,37i9dQZF1DX2ULa1Ss8vbo,,True
4th of July Party,Get ready for good feels and fireworks!,https://open.spotify.com/playlist/37i9dQZF1DX4nYqGKSH0ld,37i9dQZF1DX4nYqGKSH0ld,,True
Incoming,"Rolling Stone contributing editor Joe Levy presents Incoming, a new panel discussion show about what's next and best on Spotify.",https://open.spotify.com/playlist/79sVcfxVNazjyK2iBY9l3q,79sVcfxVNazjyK2iBY9l3q,,True
90s Boy Bands,Remember the biggest boy bands of the 90s? They are all here!,https://open.spotify.com/playlist/37i9dQZF1DX17dmzi8A5FV,37i9dQZF1DX17dmzi8A5FV,,True
Chill Hits,Kick back to the best new and recent chill tunes.,https://open.spotify.com/playlist/37i9dQZF1DX4WYpdgoIcn6,37i9dQZF1DX4WYpdgoIcn6,,True
Soft Rock,The great masterpieces of the genre.,https://open.spotify.com/playlist/37i9dQZF1DX6xOPeSOGone,37i9dQZF1DX6xOPeSOGone,,True
One Love,The best in old & new Reggae. Cover: Bob Marley.,https://open.spotify.com/playlist/37i9dQZF1DWSiyIBdVQrkk,37i9dQZF1DWSiyIBdVQrkk,,True
We Run The World-Cup!,Celebrate this year's FIFA Women's World Cup with the hottest tracks!! Spotify &lt;3 Football.,https://open.spotify.com/playlist/37i9dQZF1DX69V4bEzoa8F,37i9dQZF1DX69V4bEzoa8F,,True
AMY,"An inside look into the new Amy Winehouse biopic, featuring exclusive interview clips and top picks from director Asif Kapadia.",https://open.spotify.com/playlist/3QAT1vJA7CAIHIRP9Gkyqj,3QAT1vJA7CAIHIRP9Gkyqj,,True
Follow Your Bliss,Coast through the good life with these folksy and blissed out tracks.,https://open.spotify.com/playlist/2wqwH7uKckoLe7UVTx1RfO,2wqwH7uKckoLe7UVTx1RfO,,True
Ballads Forever,"Let it go and belt it out to these classic ballads – covered. Cover: <a href=""spotify:artist:3DIk8KcmVKTr4uGw3AuCtJ"">Rose Cousins</a>",https://open.spotify.com/playlist/37i9dQZF1DXd4hrw8K7Pxm,37i9dQZF1DXd4hrw8K7Pxm,,True
Calming Acoustic,Keep calm with instrumental acoustic tracks.,https://open.spotify.com/playlist/37i9dQZF1DXaImRpG7HXqp,37i9dQZF1DXaImRpG7HXqp,,True
70s & 80s Acoustic,Rewind and unwind with sirens of the seventies and eighties.,https://open.spotify.com/playlist/37i9dQZF1DX0JKUIfwQSJh,37i9dQZF1DX0JKUIfwQSJh,,True
Rest & Relaxation,,https://open.spotify.com/playlist/1uIp2WHCf6ODHxHRPmjWG5,1uIp2WHCf6ODHxHRPmjWG5,,True
One Perfect Day,,https://open.spotify.com/playlist/6jUFiT3D8f4Rt9n6UnC1aB,6jUFiT3D8f4Rt9n6UnC1aB,,True
Backporch Blues,Relax to the sounds of acoustic blues and folk...,https://open.spotify.com/playlist/37i9dQZF1DXdNHhNNm0G0B,37i9dQZF1DXdNHhNNm0G0B,,True
DayDreamer,Drift away with enthralling instrumentals.,https://open.spotify.com/playlist/37i9dQZF1DXdbkmlag2h7b,37i9dQZF1DXdbkmlag2h7b,,True
Wild + Free,Because the best things in life are wild and free...,https://open.spotify.com/playlist/37i9dQZF1DX5Q5wA1hY6bS,37i9dQZF1DX5Q5wA1hY6bS,,True
Dreamcatcher,Honor our native communities. Listen to the sounds of acclaimed artists' Native American flute music.,https://open.spotify.com/playlist/37i9dQZF1DXb6LkIGouseT,37i9dQZF1DXb6LkIGouseT,,True
Tropical Nights,Escape to an aural oasis...,https://open.spotify.com/playlist/37i9dQZF1DX0ES2mnOVvai,37i9dQZF1DX0ES2mnOVvai,,True
